,Metric,Distance_Metric,Regress_Output
0,0.0202702702703,0.871098416235,0.423379131538
1,0.0330136069596,0.686402921282,0.40482859798
2,0.0820819036585,0.547399711824,0.333399653839
3,0.0671901145579,0.416023762044,0.355077699408
4,0.202649006623,0.24757433869,0.157889570094
5,0.155008635579,0.214137723264,0.227239876322
6,0.117179741807,0.226628692473,0.282307570168
7,0.148700939746,0.255293278238,0.236422018023
8,0.234434561626,0.418116133742,0.111619192161
9,0.225642099386,0.1558494039,0.124418419696
10,0.211705957496,0.194709737853,0.144705325246
11,0.130411449016,0.165698372808,0.263046113409
12,0.194508285956,0.100973958515,0.169740054438
13,0.206505667817,0.162764806502,0.152275410738
14,0.209483368719,0.132124129835,0.147940757903
15,0.106622827619,0.263429440001,0.297675318481
16,0.171414657901,0.155258305614,0.203357554521
17,0.274524714829,0.105560772139,0.0532597726099
18,0.234988572616,0.105241849454,0.110812715827
19,0.282218597064,0.298344695955,0.0420597530176
20,0.253260869565,0.149627597878,0.0842136495072
21,0.198507968803,0.0776615224404,0.163917697807
22,0.202987983111,0.0748578006642,0.157396120469
23,0.207009395123,0.0976943149249,0.151542132593
24,0.230066815145,0.0847967930221,0.117977340709
25,0.174136381148,0.10094536625,0.19939552953
26,0.198308993082,0.102003802291,0.164207347675
27,0.310779816514,0.245396024433,0.000483055110105
28,0.259564643799,0.0710337299908,0.0750372164959
29,0.267317380353,0.0679321406981,0.063751522402
30,0.178861788618,0.126852867095,0.192516732243
31,0.293959215083,0.254395880177,0.0249688816184
32,0.229198450886,0.0529613428871,0.119241422537
33,0.242163491088,0.0735250899604,0.10036815416
34,0.154936461388,0.112280360847,0.227344940622
35,0.165468703205,0.136769144197,0.212013107992
36,0.24651489319,0.0648703681716,0.0940337981995
37,0.221126451896,0.0827909516244,0.13099186842
38,0.1004784689,0.281344468482,0.306619689597
39,0.266681085758,0.132108507881,0.0646777793569
40,0.267924528302,0.0803919951365,0.0628676943531
41,0.15970634252,0.101327074188,0.220401402822
42,0.227755882002,0.0512817571728,0.121341376665
43,0.232378163564,0.0462663297348,0.114612700234
44,0.179728317659,0.132479115041,0.191255321951
45,0.220801675433,0.0409544595505,0.131464647004
46,0.265138935016,0.0366301391406,0.066922695252
47,0.274106175515,0.444481158478,0.0538690422053
48,0.268820512821,0.0429142617641,0.0615634055869
49,0.231795832358,0.0612281229029,0.115460402437
50,0.253939171858,0.0608009255644,0.0832262417539
51,0.231909177572,0.0535082802334,0.11529540529
52,0.255022115739,0.0280431309349,0.0816497953886
53,0.244244943585,0.0453822332251,0.0973381742314
54,0.287168680063,0.0402554012379,0.0348538945343
55,0.242833630503,0.0379552399614,0.0993926291459
56,0.306890561668,0.0623830672424,0.00614466119455
57,0.208470244615,0.0601349993691,0.1494155673
58,0.218305196955,0.0626297966705,0.135098782154
