,Metric,Distance_Metric,Regress_Output
0,0.488450230995,0.129215207377,0.0867782812508
1,0.485196150999,0.118794988498,0.0850941929347
2,0.507483180008,0.179071707636,0.0966284284791
3,0.493604345541,0.0989491998461,0.0894456969558
4,0.496552491103,0.0915366490185,0.0909714546204
5,0.496358419775,0.083616699713,0.0908710166298
6,0.487779547185,0.0539001098031,0.0864311813732
7,0.49931737508,0.112751544734,0.0924023686749
8,0.487179487179,0.0967975985549,0.0861206315261
9,0.479823085487,0.0,0.0823134632472
10,0.492399387577,0.114737660688,0.08882209347
11,0.521511307226,0.080207157508,0.103888423677
12,0.530725419664,0.197893704296,0.108657015451
13,0.492354003612,0.0632334557832,0.0887986058467
14,0.487760136631,0.106000422405,0.0864211358036
15,0.507509805797,0.0758777519907,0.0966422081588
16,0.516302765648,0.080158952045,0.101192840278
17,0.486254568568,0.152014175389,0.0856419571764
18,0.482079278424,0.0807936768681,0.0834811137563
19,0.512760416667,0.159552358543,0.0993595637338
20,0.494270950348,0.123161914361,0.0897906858215
21,0.502225755167,0.0905139254921,0.0939075464607
22,0.485351362426,0.0936620582521,0.0851745197094
23,0.51593235937,0.10887511684,0.101001143428
24,0.497980168931,0.0563872957501,0.0917103226114
25,0.492419825073,0.0750795886756,0.0888326705143
26,0.51298047897,0.0963294739529,0.099473452868
27,0.5238079304,0.0844579185183,0.1050769981
28,0.490230220432,0.0465618405177,0.0876994815339
29,0.509257781325,0.058650270405,0.0975468402414
30,0.526322008863,0.0848938465248,0.106378112446
31,0.516903424733,0.0492335850228,0.101503700167
32,0.536516055698,0.100202715079,0.111653850962
33,0.547215496368,0.114092519542,0.117191146616
34,0.507884558167,0.129992260538,0.0968361542476
35,0.543672402527,0.126141951156,0.115357484583
36,0.498114732023,0.0609085164152,0.091779963226
37,0.536640680369,0.0983922307774,0.111718348132
38,0.575576873218,0.176014327278,0.131869047417
39,0.520937188435,0.133090945532,0.103591299221
40,0.546048601184,0.108593547779,0.116587241811
41,0.507908492295,0.0873380375452,0.0968485409084
42,0.526793075021,0.108751729718,0.106621903936
43,0.51499096179,0.0821727891291,0.100513940696
44,0.552516888211,0.104944110298,0.119934782935
45,0.547718930257,0.100148046982,0.117451689421
46,0.525370453525,0.179816487306,0.105885652756
47,0.538767540738,0.0938713648696,0.112819064987
48,0.526204465335,0.065496609846,0.106317279989
49,0.552520071365,0.162483014729,0.119936430317
50,0.524402326082,0.0637047882218,0.105384616482
51,0.501395123135,0.106504006061,0.0934776683687
52,0.497717434081,0.0602760494849,0.0915743490976
53,0.487079091621,0.127014070345,0.0860686736805
54,0.502116089372,0.107668624665,0.0938507909771
55,0.513998250219,0.139229375431,0.100000181366
56,0.502269288956,0.0712598885114,0.09393007656
57,0.541781560964,0.0794984431814,0.114378914853
58,0.524219326285,0.0782926975801,0.105289908355
59,0.544413226713,0.121905656035,0.115740884302
60,0.516316495306,0.0687750813917,0.101199945806
61,0.53296388305,0.120004552529,0.109815490362
62,0.522747546833,0.211822328935,0.104528216393
63,0.525249276295,0.060236751991,0.105822939744
64,0.560758082497,0.164421774673,0.124199859093
65,0.560836794339,0.0988922775098,0.124240594937
66,0.557620062951,0.0964616460135,0.122575835695
67,0.514905427632,0.0792474499913,0.10046967409
68,0.528909952607,0.0927880489038,0.107717454388
69,0.573582520766,0.114481251078,0.13083690756
70,0.564487316899,0.0921317798858,0.126129854696
71,0.559193674129,0.129908240784,0.123390228765
72,0.540287226002,0.13713792182,0.113605549707
73,0.55078125,0.105512769269,0.1190365358
74,0.568927250308,0.0996055696724,0.128427659295
75,0.605111591073,0.176227914823,0.147154188938
76,0.571428571429,0.106634522949,0.129722171316
77,0.526923076923,0.110862475013,0.106689183992
78,0.604200763775,0.126292374136,0.146682807284
79,0.581730769231,0.0953343725393,0.135053881345
80,0.57649201457,0.135449279025,0.132342661729
81,0.495244134432,0.21620356898,0.0902943390652
82,0.571812237272,0.0903175336579,0.129920730407
83,0.576246835876,0.106570602457,0.132215774076
84,0.593273630723,0.129399347011,0.141027673691
85,0.559120617944,0.125694402884,0.123352419901
86,0.580603392464,0.127816895173,0.134470428558
87,0.602148131573,0.144216682294,0.145620505831
88,0.580530041537,0.124815298714,0.134432467156
89,0.603761511282,0.147758062335,0.146455480362
90,0.539662447257,0.163276385319,0.113282207139
91,0.552426980458,0.114418557733,0.119888252857
92,0.562890741292,0.103997110254,0.125303576815
93,0.58261793079,0.106478539582,0.135513015238
94,0.562333881787,0.104442924804,0.12501538458
95,0.63671071953,0.137895767401,0.163507727603
96,0.600994406464,0.14872925652,0.145023416952
97,0.62207046407,0.157384238863,0.155930936868
98,0.590112118321,0.135086299056,0.139391492004
99,0.60850509358,0.112088624992,0.14891043277
100,0.633376707872,0.161178338707,0.161782272148
101,0.623886639676,0.173319329334,0.156870864627
102,0.611888661739,0.18026113241,0.150661535266
103,0.60207253886,0.12352494148,0.145581384234
104,0.625533934504,0.145809278826,0.157723391294
105,0.662324234905,0.197707471319,0.176763524028
106,0.648737980769,0.174704949803,0.169732211989
107,0.651300887665,0.156235501623,0.171058596578
108,0.612720045429,0.150554331739,0.151091802365
109,0.646106557377,0.151023894115,0.168370367967
110,0.725074037512,0.244305664803,0.209238512208
111,0.701419698314,0.221354288919,0.196996650816
112,0.661179614894,0.158954711491,0.176171147322
113,0.691976460456,0.180029765785,0.192109479461
114,0.667180073202,0.176825586663,0.179276572432
115,0.729051601704,0.260424252562,0.211297026255
116,0.800512517248,0.267123983573,0.248280288213
