,Metric,Distance_Metric,Regress_Output
0,0.0425675675676,0.00501838475795,0.00449525492355
1,0.0803033682802,0.00446834157658,0.00410718039964
2,0.121429526313,0.00411568965747,0.00368423948154
3,0.150083665851,0.00344565524666,0.00338956065271
4,0.284437086093,0.00262380119809,0.00200787168333
5,0.249784110535,0.00253837615866,0.00236424247016
6,0.250910294604,0.0024924711119,0.00235266080664
7,0.248203427308,0.00251351943143,0.00238049819759
8,0.29415501906,0.00223851231273,0.00190793257674
9,0.316373534338,0.00206597253377,0.00167943763095
10,0.301455502652,0.0020031259352,0.00183285449066
11,0.28282647585,0.00171511981297,0.00202443517983
12,0.327869843958,0.00161143216953,0.0015612097201
13,0.319369147363,0.00165788790815,0.00164863078237
14,0.311748053786,0.00164143109017,0.00172700601771
15,0.284640676374,0.00163181938231,0.00200577796331
16,0.327976625274,0.0014544564999,0.00156011158232
17,0.371135724913,0.00149532794306,0.00111626391702
18,0.34178267193,0.00151235032359,0.00141813036337
19,0.376019575856,0.00151243843195,0.00106603845224
20,0.358152173913,0.00133545489648,0.00124978660046
21,0.344320108511,0.00131929542714,0.00139203539588
22,0.367002273465,0.00123319954001,0.00115877228235
23,0.378127309195,0.00105161385341,0.00104436254775
24,0.362583518931,0.00123196695011,0.00120421470121
25,0.343649672531,0.00117479789657,0.00139893015149
26,0.363566487317,0.00122177564971,0.00119410586607
27,0.407683486239,0.00112733021443,0.000740407175978
28,0.387203166227,0.00108983070967,0.000951026542415
29,0.384130982368,0.00113663593214,0.000982620844534
30,0.338912800893,0.00115597981408,0.00144764408285
31,0.409772989611,0.00110877478954,0.000718918748252
32,0.37143527755,0.00106870915366,0.00111318332128
33,0.384552345831,0.00108050016024,0.000978287547712
34,0.355327468231,0.00109125867937,0.00127883583996
35,0.341868823001,0.001123340456,0.00141724438679
36,0.371276702437,0.00106214831955,0.00111481410584
37,0.38812184966,0.00102315349992,0.00094157881296
38,0.286739576213,0.00120615092236,0.00198419290243
39,0.395804044555,0.000967832195307,0.000862575212397
40,0.392610062893,0.000993160755281,0.000895422081668
41,0.324106390661,0.00108631965033,0.00159991302886
42,0.383255702854,0.000934891718622,0.000991622208604
43,0.396360594018,0.000885547682777,0.000856851664366
44,0.334900731452,0.000996221054551,0.00148890415707
45,0.378762419638,0.0009087351595,0.00103783107954
46,0.396324587623,0.00084777153736,0.000857221953702
47,0.414951245937,0.000218600623525,0.000665665622032
48,0.409846153846,0.000787562397667,0.000718166328133
49,0.387497073285,0.000991389958324,0.00094800400574
50,0.413155001832,0.000608467656768,0.000684138174958
51,0.39899471358,0.000772184611609,0.000829762410246
52,0.405270917803,0.00073338455273,0.000765218000964
53,0.399343277326,0.000736061599759,0.000826177784844
54,0.427502893948,0.000683498053682,0.000536584623773
55,0.402002468797,0.000706953067223,0.000798830691511
56,0.402721482339,0.000664000437509,0.000791436364831
57,0.384811975173,0.000760965780506,0.000975617522659
58,0.369745117511,0.000766539097162,0.00113056490693
59,0.369014084507,0.000749796306402,0.00113808284162
60,0.428945342571,0.000622069072754,0.000521750499359
61,0.371062826343,0.00073810854645,0.00111701360504
62,0.41302701338,0.000647708923824,0.00068545440667
63,0.391830833183,0.000659287261258,0.0009034356707
64,0.388767445771,0.000681056403328,0.000934939510264
65,0.404987373737,0.000652245901186,0.000768133964753
66,0.432498337397,0.000609009571937,0.000485211542996
67,0.461706102117,0.000553924000027,0.000184839239402
68,0.425815541346,0.00057485133017,0.000553937337782
69,0.379833206975,0.000677872427242,0.00102681911535
70,0.373160682755,0.000632605154814,0.00109543927475
71,0.466275984078,0.000567208349807,0.000137842627886
72,0.417732924851,0.000578620707918,0.000637058869298
73,0.467752885268,0.000460169507248,0.000122654193685
74,0.370470524608,0.000586650827725,0.00112310482901
75,0.427660478957,0.000494796262494,0.000534964021422
76,0.443506738884,0.000486211933763,0.000372001273561
77,0.439674523008,0.000459292487667,0.000411411735868
78,0.413482007096,0.000452780533848,0.000680775256728
79,0.444241077265,0.000376169525918,0.00036444934642
