STATE,NAME,District,EMP_2011,EMP_2001,MSW_2011,MSW_2001,BF_2011,BF_2001,MSL_2011,MSL_2001,FC_2011,FC_2001,CHH_2011,CHH_2001,F_EMP_2001,F_EMP_2011,EMP_change,MSW_change,BF_change,MSL_change,FC_change,CHH_change,F_EMP_change,Asset_2001,Asset_2011,Asset_Change
27,Buldana,500,2,2,3,3,1,1,3,2,1,1,2,2,3,3,2,2,2,3,2,2,2,1,2,3
27,Akola,501,2,2,3,3,1,1,3,2,1,1,2,1,2,3,2,2,2,3,2,3,3,1,2,3
27,Washim,502,2,2,1,1,1,1,3,2,1,1,2,2,3,3,2,2,2,3,2,2,2,1,2,3
27,Amravati,503,2,2,3,3,3,1,3,2,1,1,2,2,2,2,2,2,3,3,2,2,2,1,2,3
27,Wardha,504,2,2,3,3,3,1,3,3,1,1,2,2,2,3,2,2,3,2,2,2,3,1,2,3
27,Nagpur,505,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,3
27,Bhandara,506,2,2,1,1,2,1,3,2,1,1,2,2,3,3,2,2,3,3,2,2,2,1,2,3
27,Gondiya,507,2,2,2,1,2,1,3,2,1,1,2,1,3,2,2,3,3,3,2,3,1,1,1,2
27,Gadchiroli,508,2,2,2,1,1,1,2,2,1,1,2,2,3,3,2,3,2,2,2,2,2,1,1,2
27,Chandrapur,509,2,2,2,1,1,1,3,2,1,1,2,1,3,3,2,3,2,3,2,3,2,1,2,3
27,Yavatmal,510,2,2,1,1,1,1,2,2,1,1,2,1,3,3,2,2,2,2,2,3,2,1,1,2
27,Nanded,511,2,2,3,3,1,1,3,2,1,1,2,1,3,3,2,2,2,3,2,3,2,1,2,3
27,Hingoli,512,2,2,2,2,1,1,2,2,1,1,2,1,3,3,2,2,2,2,2,3,2,1,2,3
27,Parbhani,513,2,2,2,2,1,1,3,2,1,1,2,2,3,3,2,2,2,3,2,2,2,1,2,3
27,Jalna,514,2,2,1,3,1,1,3,2,1,1,2,2,3,3,2,1,2,3,2,2,2,1,2,3
27,Aurangabad,515,2,2,3,3,1,1,3,3,1,2,3,2,2,3,2,2,2,2,1,3,3,2,2,2
27,Thane,516,2,3,3,3,1,1,3,2,3,3,3,3,1,3,1,2,2,3,2,2,3,2,2,2
27,Thane,517,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,2,2,2,2,3,3,2,3,3
27,Mumbai (Suburban),518,3,3,3,3,3,1,3,3,3,3,3,2,1,3,2,2,3,2,2,3,3,3,3,2
27,Mumbai,519,3,3,3,3,3,1,3,3,3,3,3,2,1,3,2,2,3,2,2,3,3,3,3,2
27,Raigarh,520,3,1,3,3,3,1,3,3,3,1,3,3,2,3,3,2,3,2,3,2,3,1,3,3
27,Pune,521,3,3,3,3,3,1,3,3,3,3,3,2,2,3,2,2,3,2,2,3,3,3,3,2
27,Ahmadnagar,522,2,2,1,3,1,1,3,2,1,1,3,1,3,3,2,1,2,3,2,3,2,1,2,3
27,Bid,523,2,2,3,3,1,1,3,2,1,1,2,2,3,3,2,2,2,3,2,2,2,1,2,3
27,Latur,524,2,2,3,3,1,1,3,3,1,1,2,2,2,3,2,2,2,2,2,2,3,1,2,3
27,Osmanabad,525,2,2,3,3,1,1,2,2,1,1,2,2,3,3,2,2,2,2,2,2,2,1,2,3
27,Solapur,526,2,2,3,3,1,1,2,2,1,1,3,2,3,3,2,2,2,2,2,3,2,1,2,3
27,Satara,527,2,2,3,3,2,1,3,3,3,1,3,2,3,3,2,2,3,2,3,3,2,1,2,3
27,Ratnagiri,528,2,2,3,1,3,1,3,3,1,1,3,2,3,3,2,3,3,2,2,3,2,1,2,3
27,Sindhudurg,529,1,1,1,1,3,1,3,3,1,1,3,2,3,3,2,2,3,2,2,3,2,1,2,3
27,Kolhapur,530,2,2,3,3,3,1,3,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,3,3
27,Sangli,531,2,2,3,3,3,1,3,3,3,1,3,2,3,3,2,2,3,2,3,3,2,1,2,3
28,Adilabad,532,2,2,2,1,1,1,3,2,1,1,3,3,3,3,2,3,2,3,2,2,2,1,2,3
28,Nizamabad,533,2,2,3,3,1,1,3,3,1,1,3,3,3,3,2,2,2,2,2,2,2,1,2,3
28,Karimnagar,534,2,2,3,1,1,1,3,3,1,1,3,2,3,3,2,3,2,2,2,3,2,1,2,3
28,Medak,535,2,2,3,3,1,1,3,2,1,1,3,3,3,3,2,2,2,3,2,2,2,1,2,3
28,Hyderabad,536,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,3,3,3,2
28,Rangareddi,537,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,3
28,Mahbubnagar,538,2,2,3,3,1,1,3,2,1,1,3,2,3,3,2,2,2,3,2,3,2,1,2,3
28,Nalgonda,539,2,2,3,3,1,1,3,2,1,1,3,2,3,3,2,2,2,3,2,3,2,1,2,3
28,Warangal,540,2,2,3,3,1,1,3,2,1,1,2,2,3,3,2,2,2,3,2,2,2,1,2,3
28,Khammam,541,2,2,3,2,3,1,3,2,1,1,3,2,3,3,2,3,3,3,2,3,2,1,2,3
28,Srikakulam,542,2,2,2,1,1,1,3,2,1,1,3,2,3,3,2,3,2,3,2,3,2,1,2,3
28,Vizianagaram,543,2,2,2,1,1,1,3,2,1,1,3,3,3,3,2,3,2,3,2,2,2,1,2,3
28,Visakhapatnam,544,1,1,3,1,3,1,3,2,3,1,3,2,2,3,2,3,3,3,3,3,3,1,2,3
28,East Godavari,545,1,1,3,1,3,1,3,2,1,1,3,2,1,3,2,3,3,3,2,3,3,1,2,3
28,West Godavari,546,2,2,3,3,3,1,3,2,1,1,3,2,2,3,2,2,3,3,2,3,3,1,2,3
28,Krishna,547,2,2,3,3,3,1,3,3,3,1,3,2,2,3,2,2,3,2,3,3,3,1,2,3
28,Guntur,548,2,2,3,2,3,1,3,2,3,1,3,2,3,3,2,3,3,3,3,3,2,1,2,3
28,Prakasam,549,2,2,3,2,1,1,3,2,1,1,3,3,3,3,2,3,2,3,2,2,2,1,2,3
28,Nellore,550,2,2,3,3,1,1,3,2,1,1,3,3,2,3,2,2,2,3,2,2,3,1,2,3
28,Cuddapah,551,2,2,3,3,1,1,3,3,1,1,3,2,2,3,2,2,2,2,2,3,3,1,2,3
28,Kurnool,552,2,2,3,3,1,1,3,2,1,1,3,3,3,3,2,2,2,3,2,2,2,1,2,3
28,Anantapur,553,2,2,3,3,1,1,3,3,1,1,3,3,3,3,2,2,2,2,2,2,2,1,2,3
28,Chittoor,554,2,2,3,3,1,1,3,2,1,1,3,2,3,3,2,2,2,3,2,3,2,1,2,3
29,Belgaum,555,2,2,3,3,1,1,3,3,1,1,3,1,2,3,2,2,2,2,2,3,3,1,2,3
29,Bagalkot,556,2,2,3,3,1,1,3,2,1,1,2,1,3,3,2,2,2,3,2,3,2,1,2,3
29,Bijapur,557,2,1,3,2,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,2,3,1,2,3
29,Bidar,558,1,1,3,3,1,1,3,3,1,1,2,2,2,3,2,2,2,2,2,2,3,1,2,3
29,Raichur,559,2,2,3,3,1,1,3,2,1,1,2,1,3,3,2,2,2,3,2,3,2,1,2,3
29,Koppal ,560,2,2,3,3,1,1,3,2,1,1,2,1,3,3,2,2,2,3,2,3,2,1,2,3
29,Gadag,561,2,2,3,3,1,1,3,3,1,1,2,2,3,3,2,2,2,2,2,2,2,1,2,3
29,Dharwad,562,1,1,3,3,3,1,3,3,1,1,3,1,2,3,2,2,3,2,2,3,3,2,3,3
29,Uttara Kannada,563,3,3,1,1,3,1,3,3,1,1,2,1,2,3,2,2,3,2,2,3,3,1,2,3
29,Haveri,564,2,2,3,3,1,1,3,3,1,1,2,2,2,3,2,2,2,2,2,2,3,1,2,3
29,Bellary,565,2,2,3,3,1,1,3,3,1,1,3,1,3,3,2,2,2,2,2,3,2,1,2,3
29,Chitradurga,566,2,2,3,3,1,1,3,3,1,1,2,1,3,3,2,2,2,2,2,3,2,1,2,3
29,Davanagere ,567,2,2,3,3,1,1,3,3,1,1,2,1,2,3,2,2,2,2,2,3,3,1,2,3
29,Shimoga,568,2,2,3,3,2,2,3,3,1,1,2,2,2,3,2,2,2,2,2,2,3,2,3,3
29,Udupi,569,3,3,1,1,3,2,3,2,1,1,3,1,3,3,2,2,3,3,2,3,2,2,3,3
29,Chikmagalur,570,2,1,3,3,2,2,3,3,1,1,2,1,2,3,3,2,2,2,2,3,3,1,2,3
29,Tumkur,571,2,2,3,3,1,1,3,3,1,1,2,2,3,3,2,2,2,2,2,2,2,1,2,3
29,Bangalore,572,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,2,2,2,3,3,3,3,2
29,Mandya,573,2,2,3,3,1,1,3,3,1,1,2,1,2,3,2,2,2,2,2,3,3,1,2,3
29,Hassan,574,2,2,3,3,1,1,3,3,1,1,2,2,3,3,2,2,2,2,2,2,2,1,2,3
29,Dakshina Kannada,575,3,3,1,1,3,3,3,2,1,1,3,1,3,3,2,2,2,3,2,3,2,2,3,3
29,Kodagu,576,3,3,1,1,3,2,3,2,1,1,2,1,3,3,2,2,3,3,2,3,2,1,2,3
29,Mysore,577,1,1,3,3,2,1,3,3,3,1,2,1,2,3,2,2,3,2,3,3,3,1,3,3
29,Chamarajanagar,578,2,2,3,3,1,1,3,2,1,1,2,3,2,3,2,2,2,3,2,1,3,1,2,3
29,Gulbarga,579,2,2,3,3,1,1,3,2,1,1,2,1,3,3,2,2,2,3,2,3,2,1,2,3
29,Kolar,581,2,2,3,3,1,1,3,3,1,1,2,3,3,3,2,2,2,2,2,1,2,1,2,3
29,Bangalore Rural,583,2,2,3,3,2,1,3,3,1,1,2,1,2,3,2,2,3,2,2,3,3,1,2,3
30,North Goa ,585,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,2
30,South Goa,586,3,3,3,3,3,2,3,3,3,3,3,2,1,3,2,2,3,2,2,3,3,3,3,2
31,Lakshadweep,587,3,3,1,1,3,3,3,3,1,1,3,2,1,3,2,2,2,2,2,3,3,2,3,3
32,Kasaragod,588,3,3,1,1,3,3,3,2,1,1,3,2,2,3,2,2,2,3,2,3,3,1,3,3
32,Kannur,589,3,3,1,1,3,3,3,2,1,1,3,3,1,3,2,2,2,3,2,2,3,1,3,3
32,Wayanad,590,1,1,1,1,3,3,3,2,1,1,2,2,2,3,2,2,2,3,2,2,3,1,2,3
32,Kozhikode,591,3,3,1,1,3,3,3,2,1,1,3,2,1,3,2,2,2,3,2,3,3,1,3,3
32,Malappuram,592,3,3,1,1,3,3,3,2,1,1,3,2,1,3,2,2,2,3,2,3,3,1,2,3
32,Palakkad,593,3,3,1,1,2,3,3,2,1,1,3,3,2,3,2,2,1,3,2,2,3,1,3,3
32,Thrissur,594,3,3,1,1,3,3,3,3,3,1,3,2,1,3,2,2,2,2,3,3,3,2,3,3
32,Ernakulam,595,3,3,1,1,3,3,3,3,3,1,3,2,1,3,2,2,2,2,3,3,3,2,3,3
32,Idukki,596,2,1,1,1,2,3,3,2,1,1,2,3,2,3,3,2,1,3,2,1,3,1,3,3
32,Kottayam,597,3,3,1,1,3,3,3,3,1,1,3,3,1,3,2,2,2,2,2,2,3,2,3,3
32,Alappuzha,598,3,3,1,1,3,3,3,3,3,1,3,2,1,3,2,2,2,2,3,3,3,2,3,3
32,Pathanamthitta,599,3,3,1,1,2,3,3,2,1,1,3,2,1,3,2,2,1,3,2,3,3,2,3,3
32,Kollam,600,3,3,1,1,2,3,3,3,1,1,3,3,1,3,2,2,1,2,2,2,3,1,3,3
32,Thiruvananthapuram,601,3,3,1,1,3,3,3,3,1,1,3,3,1,3,2,2,2,2,2,2,3,2,3,3
33,Thiruvallur,602,3,3,3,3,3,2,3,3,3,3,3,3,1,3,2,2,3,2,2,2,3,2,3,3
33,Chennai,603,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,3,3,3,2
33,Kancheepuram,604,3,3,3,3,3,1,3,3,3,1,3,3,2,3,2,2,3,2,3,2,3,2,3,3
33,Vellore,605,3,3,3,3,1,1,3,3,3,1,3,3,2,3,2,2,2,2,3,2,3,1,3,3
33,Tiruvannamalai,606,2,2,3,3,1,1,3,3,1,1,3,3,3,3,2,2,2,2,2,2,2,1,3,3
33,Viluppuram,607,2,2,3,3,1,1,3,3,1,1,3,3,3,3,2,2,2,2,2,2,2,1,3,3
33,Salem,608,3,2,3,3,1,1,3,3,3,1,3,3,2,3,3,2,2,2,3,2,3,1,3,3
33,Namakkal,609,2,2,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,Erode,610,2,2,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,The Nilgiris,611,3,3,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,Dindigul,612,2,2,3,3,1,1,3,2,1,1,3,3,3,3,2,2,2,3,2,2,2,1,3,3
33,Karur,613,2,2,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,Tiruchirappalli,614,3,1,3,3,1,1,3,3,3,1,3,3,2,3,3,2,2,2,3,2,3,2,3,3
33,Perambalur,615,2,2,3,3,1,1,3,3,1,1,3,3,3,3,2,2,2,2,2,2,2,1,3,3
33,Ariyalur,616,2,2,3,3,1,1,3,2,1,1,2,3,3,3,2,2,2,3,2,1,2,1,3,3
33,Cuddalore,617,1,1,3,3,1,1,3,3,1,1,3,3,2,3,2,2,2,2,2,2,3,1,3,3
33,Nagapattinam,618,1,1,3,2,1,1,3,2,1,1,2,3,2,3,2,3,2,3,2,1,3,1,3,3
33,Thiruvarur,619,1,2,3,2,1,1,3,2,1,1,2,3,2,3,1,3,2,3,2,1,3,1,3,3
33,Thanjavur,620,1,1,3,3,1,1,3,2,1,1,2,3,2,3,2,2,2,3,2,1,3,1,3,3
33,Pudukkottai,621,2,2,3,3,1,1,3,2,1,1,2,3,3,3,2,2,2,3,2,1,2,1,3,3
33,Sivaganga,622,2,2,3,3,1,1,3,2,1,1,3,3,2,3,2,2,2,3,2,2,3,1,3,3
33,Madurai,623,3,3,3,3,3,1,3,3,3,2,3,3,2,3,2,2,3,2,3,2,3,2,3,3
33,Theni,624,2,2,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,Virudhunagar,625,3,3,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,Ramanathapuram,626,2,2,3,1,1,1,3,2,1,1,3,3,2,3,2,3,2,3,2,2,3,1,3,3
33,Thoothukkudi,627,3,3,3,3,3,1,3,3,3,1,3,3,2,3,2,2,3,2,3,2,3,1,3,3
33,Tirunelveli ,628,3,3,3,3,1,1,3,3,3,1,3,3,3,3,2,2,2,2,3,2,2,1,3,3
33,Kanniyakumari,629,3,3,3,1,2,2,3,3,1,1,3,3,1,3,2,3,2,2,2,2,3,1,3,3
33,Dharmapuri,630,2,2,3,3,1,1,3,2,1,1,3,3,3,3,2,2,2,3,2,2,2,1,3,3
33,Coimbatore,632,3,3,3,3,3,1,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3,2,3,3
34,Yanam,634,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,3,2,2,2
34,Pondicherry,635,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,3,2,3,3
34,Mahe,636,3,3,1,1,3,3,3,3,3,3,3,2,1,3,2,2,2,2,2,3,3,2,3,3
34,Karaikal,637,3,3,3,3,3,1,3,3,3,1,3,1,1,3,2,2,3,2,3,3,3,2,3,3
35,Nicobars,638,3,3,3,1,3,1,3,3,1,1,3,1,2,3,2,3,3,2,2,3,3,1,2,3
35,Andamans,639,3,3,3,3,3,2,3,3,3,2,3,2,1,3,2,2,3,2,3,3,3,2,3,3
