,Mid,Dist_Density,National_Density,Cum_Dist_Density
0,10.0,0.00865226759752,0.013084220841,0.00865226759752
1,30.0,0.00192273390913,0.00245297040357,0.0105750015066
2,50.0,0.00192273390913,0.00198746498496,0.0124977354158
3,70.0,0.00186779894025,0.00181357456979,0.014365534356
4,90.0,0.00219740875356,0.00164250751446,0.0165629431096
5,110.0,0.00181286397136,0.00144518955728,0.0183758070809
6,130.0,0.00197766887802,0.00135114629617,0.020353475959
7,150.0,0.0013184492514,0.0012897937352,0.0216719252104
8,170.0,0.00197766887802,0.00119497325706,0.0236495940884
9,190.0,0.00137338422028,0.0011644555923,0.0250229783087
10,210.0,0.00214247378467,0.00106996820718,0.0271654520933
11,230.0,0.00134591673584,0.00101491269034,0.0285113688292
12,250.0,0.00115364434474,0.00095671658223,0.0296650131739
13,270.0,0.000906436984763,0.000884324367069,0.0305714501587
14,290.0,0.000741632078109,0.000845384207511,0.0313130822368
15,310.0,0.000686697109224,0.00079662573481,0.031999779346
16,330.0,0.000851502015878,0.000753006411477,0.0328512813619
17,350.0,0.000714164593666,0.000720172957186,0.0335654459556
18,370.0,0.000824034531436,0.000728167189535,0.034389480487
19,390.0,0.000604294655897,0.000651603380906,0.0349937751429
20,410.0,0.000329619811473,0.000612821837069,0.0353233949544
21,430.0,0.000659229624782,0.000595374107736,0.0359826245791
22,450.0,0.000302152327031,0.000566696385341,0.0362847769062
23,470.0,0.000604294655897,0.000537146276479,0.0368890715621
24,490.0,0.00052189220257,0.00052085644191,0.0374109637646
25,510.0,0.00052189220257,0.000496540651848,0.0379328559672
26,530.0,0.000302152327031,0.000468449807621,0.0382350082942
27,550.0,0.000549359687012,0.000440501717544,0.0387843679812
28,570.0,0.000247217358146,0.00042410085197,0.0390315853394
29,590.0,0.000659229624782,0.000411205393836,0.0396908149642
30,610.0,0.0004120222648,0.000398056150547,0.040102837229
31,630.0,0.00052189220257,0.000373692775769,0.0406247294315
32,650.0,0.000384554780358,0.000360321470471,0.0410092842119
33,670.0,0.000384554780358,0.000334831924072,0.0413938389923
34,690.0,0.000302152327031,0.000312181599083,0.0416959913193
35,710.0,0.000302152327031,0.00031357741743,0.0419981436463
36,730.0,0.000219749873703,0.00031492565106,0.04221789352
37,750.0,0.000137347420376,0.000290657445714,0.0423552409404
38,770.0,0.000357087295915,0.000276128245651,0.0427123282363
39,790.0,0.000274684842588,0.000266436825085,0.0429870130789
40,810.0,8.24124514915e-05,0.000250702145541,0.0430694255304
41,830.0,0.000164814904819,0.000236125360761,0.0432342404352
42,850.0,0.000329619811473,0.000228289744133,0.0435638602467
43,870.0,0.000219749873703,0.000223531272497,0.0437836101204
44,890.0,8.24124514915e-05,0.000213792267215,0.0438660225719
45,910.0,0.000164814904819,0.000202181596422,0.0440308374767
46,930.0,0.000192282389261,0.000193473593327,0.044223119866
47,950.0,0.000164814904819,0.000185241437396,0.0443879347708
48,970.0,8.24124514915e-05,0.000174471429926,0.0444703472223
49,990.0,5.49449670491e-05,0.000175105892811,0.0445252921893
50,1010.0,0.000192282389261,0.000169046772261,0.0447175745786
51,1030.0,0.000164814904819,0.000160862201046,0.0448823894834
52,1050.0,0.000302152327031,0.000146364724127,0.0451845418104
53,1070.0,8.24124514915e-05,0.000137307766446,0.0452669542619
54,1090.0,0.000137347420376,0.000141844176073,0.0454043016823
55,1110.0,5.49449670491e-05,0.000130915552881,0.0454592466493
56,1130.0,8.24124514915e-05,0.00012058966943,0.0455416591008
57,1150.0,0.000164814904819,0.000121985487777,0.0457064740057
58,1170.0,5.49449670491e-05,0.000120478638425,0.0457614189727
59,1190.0,0.000192282389261,0.000112262344066,0.045953701362
60,1210.0,0.000192282389261,0.000107519734002,0.0461459837512
61,1230.0,5.49449670491e-05,0.000105267390761,0.0462009287183
62,1250.0,0.000109879935934,0.000101032351005,0.0463108086542
63,1270.0,0.000137347420376,9.65276645222e-05,0.0464481560746
64,1290.0,0.000137347420376,8.88030788991e-05,0.046585503495
65,1310.0,0.000137347420376,8.62810889319e-05,0.0467228509153
66,1330.0,9.99816433703e-09,8.03171378143e-05,0.0467228609135
67,1350.0,9.99816433703e-09,7.8318579727e-05,0.0467228709117
68,1370.0,8.24124514915e-05,7.56538356106e-05,0.0468052833632
69,1390.0,8.24124514915e-05,7.06257172482e-05,0.0468876958147
70,1410.0,2.74774826067e-05,6.74851259682e-05,0.0469151732973
71,1430.0,8.24124514915e-05,6.11722202639e-05,0.0469975857488
72,1450.0,9.99816433703e-09,6.12198049803e-05,0.0469975957469
73,1470.0,8.24124514915e-05,5.98557097778e-05,0.0470800081984
74,1490.0,5.49449670491e-05,5.57317010263e-05,0.0471349531655
75,1510.0,2.74774826067e-05,5.18614774287e-05,0.0471624306481
76,1530.0,5.49449670491e-05,5.41772669584e-05,0.0472173756151
77,1550.0,8.24124514915e-05,4.89429481584e-05,0.0472997880666
78,1570.0,0.000137347420376,4.78009149657e-05,0.047437135487
79,1590.0,2.74774826067e-05,4.17576559875e-05,0.0474646129696
80,1610.0,5.49449670491e-05,4.07266537996e-05,0.0475195579366
81,1630.0,9.99816433703e-09,3.79508786784e-05,0.0475195679348
82,1650.0,2.74774826067e-05,3.66978144808e-05,0.0475470454174
83,1670.0,9.99816433703e-09,3.22565742869e-05,0.0475470554156
84,1690.0,0.000137347420376,3.17965886953e-05,0.0476844028359
85,1710.0,2.74774826067e-05,3.06545555026e-05,0.0477118803186
86,1730.0,8.24124514915e-05,3.03056009159e-05,0.04779429277
87,1750.0,2.74774826067e-05,2.91952908675e-05,0.0478217702527
88,1770.0,2.74774826067e-05,2.61974537365e-05,0.0478492477353
89,1790.0,5.49449670491e-05,2.45954349523e-05,0.0479041927023
90,1810.0,2.74774826067e-05,2.38340794905e-05,0.0479316701849
91,1830.0,5.49449670491e-05,2.20893065571e-05,0.047986615152
92,1850.0,8.24124514915e-05,1.86314838347e-05,0.0480690276035
93,1870.0,8.24124514915e-05,1.83142523923e-05,0.0481514400549
94,1890.0,2.74774826067e-05,1.91866388589e-05,0.0481789175376
95,1910.0,5.49449670491e-05,1.65853410311e-05,0.0482338625046
96,1930.0,9.99816433703e-09,1.54274462662e-05,0.0482338725028
97,1950.0,2.74774826067e-05,1.38095659098e-05,0.0482613499854
98,1970.0,5.49449670491e-05,1.44757519389e-05,0.0483162949524
99,1990.0,2.74774826067e-05,1.30006257316e-05,0.048343772435
100,2010.0,8.24124514915e-05,1.32861340298e-05,0.0484261848865
101,2030.0,8.24124514915e-05,1.16841152456e-05,0.048508597338
102,2050.0,2.74774826067e-05,1.10972370771e-05,0.0485360748206
103,2070.0,0.000109879935934,1.15413610965e-05,0.0486459547566
104,2090.0,2.74774826067e-05,1.22234086977e-05,0.0486734322392
105,2110.0,9.99816433703e-09,1.05738051971e-05,0.0486734422373
106,2130.0,5.49449670491e-05,1.08751750674e-05,0.0487283872044
107,2150.0,2.74774826067e-05,1.05738051971e-05,0.048755864687
108,2170.0,2.74774826067e-05,9.59038772558e-06,0.0487833421696
109,2190.0,9.99816433703e-09,1.02248506104e-05,0.0487833521678
110,2210.0,2.74774826067e-05,8.49593924921e-06,0.0488108296504
111,2230.0,9.99816433703e-09,9.63797244194e-06,0.0488108396485
112,2250.0,9.99816433703e-09,7.19529033527e-06,0.0488108496467
113,2270.0,8.24124514915e-05,7.21115190739e-06,0.0488932620982
114,2290.0,9.99816433703e-09,7.17942876315e-06,0.0488932720963
115,2310.0,2.74774826067e-05,5.8787798492e-06,0.0489207495789
116,2330.0,9.99816433703e-09,6.59255059466e-06,0.0489207595771
117,2350.0,2.74774826067e-05,7.51252177769e-06,0.0489482370597
118,2370.0,9.99816433703e-09,5.64085626738e-06,0.0489482470579
119,2390.0,5.49449670491e-05,6.29118072436e-06,0.0490031920249
120,2410.0,9.99816433703e-09,5.98981085405e-06,0.0490032020231
121,2430.0,2.74774826067e-05,6.13256500314e-06,0.0490306795057
122,2450.0,9.99816433703e-09,5.52982526254e-06,0.0490306895039
123,2470.0,2.74774826067e-05,5.84705670496e-06,0.0490581669865
124,2490.0,2.74774826067e-05,4.94294709405e-06,0.0490856444691
125,2510.0,9.99816433703e-09,4.72088508435e-06,0.0490856544672
126,2530.0,9.99816433703e-09,5.14914753162e-06,0.0490856644654
127,2550.0,9.99816433703e-09,4.73674665647e-06,0.0490856744636
128,2570.0,2.74774826067e-05,4.62571565162e-06,0.0491131519462
129,2590.0,9.99816433703e-09,4.72088508435e-06,0.0491131619443
130,2610.0,2.74774826067e-05,4.41951521405e-06,0.049140639427
131,2630.0,8.24124514915e-05,3.65815975223e-06,0.0492230518784
132,2650.0,8.24124514915e-05,4.41951521405e-06,0.0493054643299
133,2670.0,9.99816433703e-09,3.53126717526e-06,0.0493054743281
134,2690.0,2.74774826067e-05,4.5305462189e-06,0.0493329518107
135,2710.0,9.99816433703e-09,3.91194490617e-06,0.0493329618089
136,2730.0,9.99816433703e-09,4.11814534374e-06,0.049332971807
137,2750.0,2.74774826067e-05,3.76919075708e-06,0.0493604492896
